1	10	9	39597.6445230	0.0000396	29316	13292
2	10	11	45731.7479564	0.0000457	16940	19084
3	10	13	52688.4001881	0.0000527	-44448	17012
4	10	10	42247.7829541	0.0000422	25217	21272
5	20	24	104909.0138404	0.0001049	-32021	8309
6	20	24	104242.8465955	0.0001042	25130	8709
7	20	28	119604.0416225	0.0001196	-41693	7544
8	20	26	112864.1022189	0.0001129	-37205	8022
9	40	56	254291.8269286	0.0002543	-114203	3513
10	40	50	233312.8574386	0.0002333	-31929	3865
11	40	50	231675.4907063	0.0002317	-79570	3766
12	40	52	240167.8244032	0.0002402	-79741	3770
13	80	108	522599.6063830	0.0005226	-139926	1692
14	80	99	484509.5977260	0.0004845	-198094	1847
15	80	104	507783.7900114	0.0005078	-110571	1762
16	80	114	550375.7953980	0.0005504	-233320	1608
17	100	136	673492.1640212	0.0006735	-141960	1323
18	100	129	641796.8609898	0.0006418	-271743	1374
19	100	137	675071.3916031	0.0006751	-288906	1310
20	100	132	653543.9889135	0.0006535	-229506	1353
21	200	267	1401315.0873786	0.0014013	-510185	618
22	200	269	1411328.5925926	0.0014113	-515136	621
23	200	269	1405656.7834395	0.0014057	-444357	628
24	200	267	1397145.5862620	0.0013971	-393278	626
25	400	540	3128440.7256318	0.0031284	-1119906	277
26	400	518	3026085.7681661	0.0030261	-788168	289
27	400	538	3150672.3115942	0.0031507	-895704	276
28	400	526	3070144.2801418	0.0030701	-733645	282
29	800	1063	6750177.4843750	0.0067502	-1541291	128
30	800	1058	6740257.3953488	0.0067403	-1578294	129
31	800	1076	6847874.1349206	0.0068479	-1664316	126
32	800	1049	6690976.3100775	0.0066910	-1652119	129
33	1000	1300	8471990.3431373	0.0084720	-2089013	102
34	1000	1313	8510821.7623762	0.0085108	-1934208	101
35	1000	1328	8584549.0000000	0.0085845	-2229428	100
36	1000	1344	8699039.0918367	0.0086990	-2356163	98
37	2000	2699	18597894.1111111	0.0185979	-4811598	45
38	2000	2654	18327104.0652174	0.0183271	-4739387	46
39	2000	2652	18359813.4130435	0.0183598	-4717250	46
40	2000	2677	18485540.7111111	0.0184855	-4537267	45
41	4000	5360	39116529.0000000	0.0391165	-8722212	21
42	4000	5315	39006028.9523810	0.0390060	-9314968	21
43	4000	5340	39317801.2857143	0.0393178	-9845767	21
44	4000	5368	39481449.6666667	0.0394814	-8681447	21
45	8000	10705	82560147.1000000	0.0825601	-17844628	10
46	8000	10670	82508146.9000000	0.0825081	-18798446	10
47	8000	10662	82175961.9000000	0.0821760	-18741474	10
48	8000	10757	83415242.0000000	0.0834152	-18178610	10
49	10000	13301	104905625.2500000	0.1049056	-22079522	8
50	10000	13340	104711810.7500000	0.1047118	-22338561	8
51	10000	13287	104559018.6250000	0.1045590	-22581384	8
52	10000	13311	104644913.2500000	0.1046449	-22606313	8
53	20000	26667	221066963.6666667	0.2210670	-45962292	3
54	20000	26826	221880369.0000000	0.2218804	-45195405	3
55	20000	26673	222298615.3333333	0.2222986	-47854708	3
56	20000	26670	221084166.6666667	0.2210842	-46418161	3
57	40000	53415	477325755.0000000	0.4773258	-92003321	1
58	40000	53446	478210336.0000000	0.4782103	-94397064	1
59	40000	53242	473483033.0000000	0.4734830	-88771991	1
60	40000	53319	478497888.0000000	0.4784979	-93017025	1
61	80000	106914	1209893768.0000000	1.2098938	-186834082	1
62	80000	106633	1192000776.0000000	1.1920008	-185997521	1
63	80000	106586	1210478783.0000000	1.2104788	-182065015	1
64	80000	106554	1196255366.0000000	1.1962554	-180793224	1
65	100000	133395	1537921847.0000000	1.5379218	-230698391	1
66	100000	133214	1536065944.0000000	1.5360659	-230168572	1
67	100000	133524	1551826803.0000000	1.5518268	-231393935	1
68	100000	133463	1557143509.0000000	1.5571435	-231011693	1
